Nama Perusahaan,Alamat,Kawasan/Kecamatan
PT. SILLA ENGINEERING,"INDONESIA (TENTATIVE), Jl. Samsung 1 Blok B10-B UKM, Centre,, Segitiga, Emas,, Kawasan, Jababeka,, Desa, Mekarmukti,, Kec., Cikarang, Utara, Bekasi, 200, -, 987, PT. GAYA STEEL, Jl. Samsung I Blok B10, UKM, Center, Segitiga Emas, Desa, Mekarmukti,, Kecamatan, Cikarang Utara, Bekasi, 100, -, 988, PT., PLATINDO, SINAR, SURYA, Kawasan Industri Jatake,~Jl., Industri Raya III Blok AC, No., 6B,~Kel. Bunder, Kec. Cikupa, 200, 2",Jababeka
PT. ASIA WINTECH,"Kawasan Jababeka Tahap 3, Blok B-2F, Pasir Gombong,, Cikarang Utara, Bekasi, 300, 5, 990, PT. BESI TECH INDOKO, Kawasan Industri Jababeka I,, Jl. Jababeka XI A Blok K No. 7-, D, Desa Harja Mekar, Kec., Cikarang Utara, Bekasi, 100, -, 991, PT. DAE BAEK, Kawasan Industri Delta Silicon, III, ~Jl. Soka Plot F 17, ~No. 10,, Lippo Cikarang, ~Desa Cicau,, Kec Cikarang Pusat, ~Bekasi, 100, 1",Jababeka
PT.,"YOUM, KWANG, INDONESIA, Kawasan, Industri, Lippo, Cikarang, Delta Silicon 5 Blok G, 3 B-03, Lippo Cikarang, Desa, Cicau, Kecamatan Cikarang, Pusat, Bekasi, 100, 1, 993, PT. MTEK INTERNATIONAL, INDONESIA, Kawasan Industri Jababeka II, Jl. Industri Selatan 1A Blok NN, 3C,, Pasir, Sari,, Cikarang, Selatan, Bekasi 17550, 100, 1, 994, PT. TAE HANG INDONESIA, Bekasi International Industrial, Estate. Jl. Inti Raya I Blok C1, No., 9-11., Desa, Cibatu,, Kecamatan Cikarang Selatan, 50, -, 995, PT., HANKOOK, TIRE, INDONESIA, Jl. Kenari Raya Blok G3-01,, Delta Silicon 5 Industrial Park,, Lippo Cikarang, Desa Cicau,, Kec. Cikarang Pusat, 100, -, 996, PT. BO MYUNG INDONESIA, Jl. Soka Blok F20-08D, Delta, Silicon 3 Industrial Park, Desa, Cicau, Kecamatan Cikarang, Pusat, Bekasi, 100, -, 997, PT. VIVA NET, Komplek Metro Boulevard, Jl., Niaga Raya Blok B No. 10,, Cikarang Baru, Desa Pasir Sari,, Kecamatan Cikarang Selatan,, Bekasi 17550, 400, 2, 998, PT. ILSUNG INDUSTRY, Kawasan, Segitiga, Emas, Jababeka, Jl. Samsung I Blok, B/10 E, Desa Mekarmukti, Kecamatan Cikarang Utara,, Bekasi, 100, 1",Jababeka
PT. ART WIRE,"Jl. Industri Selatan X Blok EE, 11 H, Kelurahan Pasir Sari,, Kecamatan Cikarang Selatan,, Bekasi, Jawa Barat, 100, 1, , , R A H A S I A, , , R A H A S I A, 196, , 1, 2, 3, 4, 5, 1000, PT. SIGMA MAKMUR JAYA, Delta Silicon I Industrial Park,, Jl. Akasia II Kav. A7 No. 3A,, Sukaresmi, Cikarang Selatan,, Bekasi 17550, 200, -, 1001, PT., DAEWOONG, PHARMACEUTICAL, COMPANY INDONESIA, Gedung Cityloft Lantai 23 Unit, 2321, Jl. KH. Mas Mansyur No., 121, Karet Tengsin, Tanah, Abang, Jakarta Pusat 10220, 100, 2, 1002, PT., DAEWOONG, PHARMACEUTICAL, COMPANY INDONESIA, Gedung Cityloft Lantai 23 Unit, 2321, Jl. KH. Mas Mansyur No., 121, Karet Tengsin, Tanah, Abang, Jakarta Pusat 10220, 100, 4, 1003, PT. WORLD METAL, Kawasan, Industri, Lippo, Cikarang,~ Delta Silicon II, Industrial Park, ~ Jl. Beringin, Blok F 12 No. 5, ~ Desa Cibatu,, Kec. Cikarang Selatan, 100",Delta Silicon
PT. KK LABEL INDONESIA,"Kawasan Delta Silicon 3,~Jl., Cendana Raya Kav. F9-8,, Cicau, Cikarang Pusat, Bekasi, 200, 1",Delta Silicon
PT. SEO HEUNG TRADING,"INDONESIA, Jl. MH. Thamrin Blok B No. 8,, Lippo Cikarang, Desa Cibatu,, Cikarang, Bekasi, 100, -, 1006, PT. SUNSHINE & FIRST, PEOPLE INDONESIA, Kawasan, Industri, Lippo, Cikarang, Multi Guna Niaga, Jl., Mahoni I No. 3, Bekasi 17550, 100, 3, 1007, PT. DONG SUNG TOOLS, Jl. MH. Thamrin Ruko Roxy, Blok B-39, Kel. Cibatu, Kec., Cikarang Selatan, Kabupaten, Bekasi 17550, 100, -, 1008, PT. YM TECH INDONESIA, Rukan Robson Blok C No. 25,, Jl. M.H. Thamrin, Kel. Cibatu,, Kec. Cikarang Selatan, , , 1009, PT., DONGWOOST, INDONESIA, Ruko Roxy Blok B No. 38, ~Jl., MH. Thamrin,Lippo Cikarang,, Cibatu, Cikarang Selatan,",Cikarang Selatan
PT. YI SU ELECTRONICS,"Jl. Samsung I Blok B-9A, Kawasan, Segitiga, Emas,, Kawasan Jababeka-Cikarang,, Desa, Mekar, Mukti,, Kec., Cikarang Utara, Kab. Bekasi, 200, 3, 1011, PT. INDONESIA BMT, Metropark Condominium Unit, A116, ~Jl. Niaga Raya CC2,, Cikarang, Selatan,, Bekasi, 17550",Jababeka
PT. DONG SUNG TECHNO,"Kawasan Segitiga Emas Blok, B.9E-9F,, Desa, Mekarmukti,, Kec. Cikarang Utara, , , 1013, PT. JEMIN, Jl. Industri Utama 1 Blok RR-, 5G, Kawasan Industri Jababeka, II, Kec. Cikarang, Kel. Pasir, Sari, Kab. Bekasi, 17530, 100, 2, 1014, PT., HWANG, SO, ENGINEERING, Kawasan Industri Jababeka II,, ~Jl. Industri Utama I Blok RR, No. 5G,~Pasirsari, Cikarang, Selatan, Bekasi, 100, -",Jababeka
PT. GRAND INTI TRADE,"INDONESIA, Jl. Sriwijaya Blok. A 10, Room, 1,~Lippo, Cikarang,, Desa, Cibatu, Kec. Cikarang~Selatan, 200",Lainnya
PT. LAMBERTI INDONESIA,"Kawasan Industri Jababeka 3,, ~Jl. Techno 5 Blok E 2-A, Jababeka, Desa Pasirgombong,, Kec. Cikarang Utar, 100, 2",Jababeka
PT. MITRATAMA KENCANA,"SEJATI, Jl. Letjen S. Parman Kav. 32-, 34, Slipi, Jakarta, 200, 3, 1018, PT., DENKO, WAHANA, INDUSTRIES, Kawasan Industri MM 2100, Kav.28, Ganda Mekar, Cibitung,, BEKASI, 200, 2, 1019, PT., EAGLEBURGMANN, INDONESIA, Kawasan Industri Jababeka, Jl., Jababeka, Blok J6-E, Cikarang,, Bekasi, Jawa Barat, 200, 3, 1020, PT. MAH SING INDONESIA, Kawasan Industri Jl. Jababeka, XIIB, Blok W 17-20 Desa, Harjamekar, Kec., Cikarang, Utara, 300, 4, 1021, PT., WANG, SARIMULTI, UTAMA, Lippo City Development, Blok, DS 12A Boston Techno Village,, Lippo Cikarang, Desa Cibatu,, Kec. Cikarang Selatan, 200, 2, 1022, PT., PRECISION, MOULD, INDUSTRIES, Kawasan Industri Hyundai Jl., Raya Inti Blok C3 No. 12 Lippo, Cikarang, Bekasi, 200, 3, 1023, PT. DURACHEM INDONESIA, Jl. Cideng Timur 75, 200, 3, 1024, PT. CHEONG HUAT PLASTIC, Kawasan Industri Jababeka, Jl., Jababeka IV, SFB Blok T No. 1, C & 1 D, Harjamekar, Cikarang, Utara, Bekasi, 300, 4, 1025, PT. BUMI CIKARANG STEEL, INDUSTRIES, Kawasan Industri Jababeka,, Jln. Jababeka VI Blok U No. 7,, Cikarang, Bekasi, 200, 2, 1026, PT., ENERGITAMA, CATUDAYA, Gedung Putra Kalimantan Lt. V, No. 3, Jl. Gatot Subroto Kav., 12-13, Jakarta Selatan, 100, -, 1027, PT., MULTI, PRATAMA, INTERBUANA INDONESIA, Jl. Jababeka Blok W. 38,, Kawasan Industri Jababeka,, Bekasi  17530, 200, 4, 1028, PT. DURACHEM INDONESIA, Jl. Cideng Timur 75, 200, -, 1029, PT., CAHAYA, PRIMA, SENTOSA, Lippo Cikarang Blok C1-19,, Diamond, Techno, Park,, Lemahabang, 300, 3, 1030, PT. FANAH JAYA MAINDO, Kawasan Industri Delta Silicon, 3, Jl. Pinang Blok F 16 No., 011A dan No. 011B, Desa, Cicau, Kawasan Industri Lippo, Cikarang, Kabupaten Bekasi, 17550, 200, 3, 1031, PT. INDONESIA G-SHANK, PRECISION, Jl. Industri Kawasan Jababeka, Tahap II Blok RR No. 5C-5D, Desa, Pasirsari,, Kecamatan, Cikarang Selatan, 300, 4, 1032, PT. LUSTER INDONESIA, Komplek, Industri, Sarana, Terpadu, Jl. Industri KM. 2, Desa, Pasir, Gombong,, Kecamatan Cikarang Utara, 100, -, , , R A H A S I A, , , R A H A S I A, 198, , 1, 2, 3, 4, 5, 1033, PT. ENDEKA CERAMICS, Jl. Tanjung No. 8 A,Multiguna 2,, Kawasan, Industri, Hyundai,, Lippo, Cikarang,, Desa, Sukaresmi,, Kec, Cikarang,, Bekasi, 100, -, 1034, PT., PROTON, CIKARANG, INDONESIA, Jl. Singosari No. 8, Lippo, Cikarang, Desa Cibatu, Kec., Cikarang Selatan, 100, 2, 1035, PT., DENKO, WAHANA, INDUSTRIES, Kawasan Industri MM 2100, Kav.28, Ganda Mekar, Cibitung,, BEKASI, 200, 2, 1036, PT. ROYALTON INDONESIA, Kawasan Jababeka, Jl. Industri, Selatan 8 Blok EE-7F, Desa, Pasir Sari, Cikarang Selatan, 200, 4, 1037, PT., MULTI, USAGE, INDONESIA, Jl. Jababeka XII B Blok W38,, Kawasan Industri Jababeka,, Cikarang,, Harja, Mekar,, Cikarang Utara, 200, 4, 1038, PT. USRA TAMPI INDONESIA, Kawasan Industri Jababeka, Jl., Jababeka IX D Blok P2K-N,, Cikarang Utara,, 200, 4, 1039, PT., INGRESS, MALINDO, VENTURES, Kawasan, Jababeka, II,, Jl., Industri Selatan 6A, Blok GG7, A-B,~Pasirsari,, Cikarang, Selatan,~Bekasi 17854, 100, -",Jababeka
PT. MULTI SQUARE,"Kawasan Industri Jababeka, Jl., Industri Selatan IV, Blok EE.2, H, Cikarang Selatan,, 100, -, 1041, PT. KOMARK LABELS AND, LABELLING INDONESIA, Kawasan Industri Jababeka II,, Jl. Industri Selatan I Blok KK, 5D,, 100, 2, 1042, PT. IEV GAS, Menara Era Suite 12A-05,~Jl., Senen, Raya, No., 135-",Jababeka
PT.,"MULTI, PLASTIK, MALINDO, Kawasan, Industri, Lippo, Cikarang, Jl. Mahoni 2 No. 10, Multiguna, Niaga, I,, Desa, Sukaresmi, Cikarang Selatan,, Bekasi 17550, 100, 2, 1044, PT. MAE LOGISTIC P & J, Kawasan Industri Jababeka,~, Jl. Jababeka XIV Blok J No., 5P,~ Cikarang Utara, 300, 1",Jababeka
PT.,"GAMMAPLAST, MANUFACTURING, Jl. Jababeka XII Blok W No. 9,, Kawasan Industri Jababeka,, Desa Harja Mekar, Kecamatan, Cikarang Utara, Bekasi 17530, 200, 4, 1046, PT. A & K TEKNIK JAYA, Kawasan Industri Delta silicon, 1, Lippo Cikarang, Jl. Kruing 2, Blok, L.11, No., 17,, Desa, Sukaresmi,, Kec., Cikarang, Selatan, Bekasi 17550, 300, -, 1047, PT., MULTI, PLASTIK, MALINDO, Kawasan, Industri, Lippo, Cikarang, Jl. Mahoni 2 No. 10, Multiguna, Niaga, I,, Desa, Sukaresmi, Cikarang Selatan,, Bekasi 17550, 200, 3, , , R A H A S I A, , , R A H A S I A, 199, , 1, 2, 3, 4, 5, 1048, PT. WATERLINE, Ruko CBD Jababeka, Jl. Niaga, Raya Kav. AA 3 Unit C8, Ds., Pasirsari,, Kec., Cikarang, Selatan, Kab. Bekasi, 300, 3, 1049, PT., ANUGERAH, CIPTA, KELOLA, Grand, Wisata, Celebration, Boulevard Blok AA11 No. 76,, Lambangsari, Tambun Selatan,, Bekasi 17510, 200, 2, 1050, PT. BAKRIE TELECOM TBK., Gedung Wisma Bakrie Lantai, 2,~Jl. HR. Rasuna Said Kav. B-, 1,~Kel., Karet,, Kec., Setiabudi~12920",Jababeka
PT. PRIMA JASA ENERGI,"Delta Silicon Industrial Park, Jl., Akasia III, Blok A-6 No. 8, Lippo, Cikarang,, 200, -, 1052, PT. PRIMA JASA ENERGI, Delta Silicon Industrial Park, Jl., Akasia III, Blok A-6 No. 8, Lippo, Cikarang,, 800, 9, 1053, PT., WELLTEKINDO, NUSANTARA, Jl. TB. Simatupang No. 89.A,, RT/002/RW.02,, Kel., Kebagusan,, Kec., Pasar",Delta Silicon
PT.,"WELLTEKINDO, NUSANTARA, Jl. TB. Simatupang No. 89.A,, RT/002/RW.02,, Kel., Kebagusan,, Kec., Pasar",Lainnya
PT.,"LAMIPAK, PRIMULA, INDONESIA, Jl. Sawunggaling No. 26 RT., 009/RW. 003, ~Kel. Gilang,, Kec. Taman, 100, -, 1056",Lainnya
PT.,"DYNEA, OIL, FIELD, CHEMICALS, Jln. Jababeka V, SFB Blok U, 27A,, Kawasan, Industri, Jababeka, Bekasi~~, 100, -, 1057, PT. JOTUN INDONESIA",Jababeka
PT. MECOINDO,"EJIP Industrial Park Plot 6B-2,, Desa Sukaresmi, Kecamatan, Cikarang Selatan, Bekasi, 200, 2, 1059, PT. MECOINDO, EJIP Industrial Park Plot 6B-2,, Desa Sukaresmi, Kecamatan, Cikarang Selatan, Bekasi, 100, 2, 1060, PT., TROVI, RAJAWALI, INDONESIA, Gedung RNI Lt.2 Jl. Denpasar, Raya Kav.DIII, Kuningan, 200, -, 1061, PT., TRANS, RETAIL, INDONESIA, Sunset Road Kota Denpasar,, Provinsi Bali.Carrefour Lebak, Bulus, Lantai 3, Jl. Lebak Bulus, Raya No. 8, Kel. Pondok, Pinang, Kec. Kebayoran Lama, 200, 2, 1062, PT., TRANS, RETAIL, INDONESIA, Sunset Road Kota Denpasar,, Provinsi Bali.Carrefour Lebak, Bulus, Lantai 3, Jl. Lebak Bulus, Raya No. 8, Kel. Pondok, Pinang, Kec. Kebayoran Lama, 200, -, 1063, PT. DANONE INDONESIA, Cyber 2 Tower Lt. 12,~Jl. HR., Rasuna Said Blok X 5 No., 13,~Kel. Kuningan Timur, Kec., Setiabudi, 100",EJIP
PT. COMECA INDONESIA,"Kawasan Industri Jababeka, Jl., Jababeka VII B Blok K 2 D,, Desa, Harjamekar,, Kec., Cikarang Utara, Bekasi,, 100, 1, 1065, PT. MANE INDONESIA, Kawasan Industri Jababeka,~Jl., Jababeka XVI Blok V-66,~Desa, Pasirgombong, Kec. Cikarang, Utara~, 200",Jababeka
PT. CIPTA MORTAR UTAMA,"Menara Sudirman Lantai 11,, Jalan Jend. Sudirman Kav. 60,, Jakarta Selatan 12190, 100, 2, 1067, PT. YASULOR INDONESIA, Jl. Raya Bogor Km. 26,4 , Kel., Ciracas, Kec. Pasar Rebo, 200, 2, 1068, PT. MANE INDONESIA, Kwsn Jababeka, ~Jl. Jababeka, XVI Blk V-66,~ Pasirgombong,, Kec. Cikarang Utara~, 300, 2",Jababeka
PT. WARINGIN JAYA STEEL,"INDONESIA, Jl. Raya Bekasi - Karawang, Km., 30,, Waringinjaya,, Kedungwaringin, Bekasi, 200, , 1070, PT. WINN APPLIANCE, Rukp Mega Grosir Cempaka, Mas Blok O No. 01, Jln. Letjen, Suprapto,, Sumur, Batu,, Kemayoran, 200, 2, 1071, PT. CHEH HWA INDONESIA, Kawasan Jababeka II, SFB, Blok MM No. 3, Desa Pasirsari,, Kec. Cikarang Selatan, 100, -, 1072, PT., MAODA, INDOREKSA, ASIA, Jl. Industri Selatan VIII, Blok, EE-6F,, Kawasan, Industri, Jababeka II, Cikarang Selatan, 200, 1, 1073, PT. XINGYUN INDONESIA, Rukan Pavilion Shop No. 22, Jl., Industri Utara No. 22 Jababeka,, Mekarmukti, Cikarang Utara,, 100, -, 1074, PT. LONGPING HIGH-TECH, INDONESIA, Ruko Palais de Paris Blok 1 No., 9, -, 10, Kota, Deltamas,, Sukamahi,, Cikarang, Pusat,, Bekasi, 200, 1, 1075, PT., PAHALA, BAHARI, NUSANTARA, Jl. Pinangsia II No. 8, 300, 2, 1076, PT. GARDENIA INDONESIA, Jln. Gereja Theresia No. 14, 300, 2, 1077, PT. SHOWPLA INDO, Kawasan Industri MM 2100,, Blok I No. 3-4, Kec. Cikarang, Barat, 400, 3, 1078, PT., OMRON, MANUFACTURING, OF, INDONESIA, EJIP Industrial Park Plot 5C,, Desa Sukaresmi, Kec. Cikarang, Selatan, 300, 6, 1079, PT. GOLD COIN INDONESIA, Jl. Raya Bekasi Km 28, Desa, Medan Satria Bekasi, 200, -, 1080, PT., DJAYA, BEVERAGES, BOTTLING COMPANY, Wisma GKBI Lantai 8 Kamar, 802 Jl Jend Sudirman No 28, Jakarta 102010, 100, -, 1081, PT., PRIDE-CHEM, INDUSTRIES, Jl. Danau Sunter Utara Blok, G7/III No. 22, Komplek Sunter, Mall, Jakarta 14350, , , 1082",Jababeka
PT.,"SMC, PNEUMATICS, INDONESIA, EJIP Industrial Park Plot 6J-1,, Lemahabang, Bekasi 17550, , 100, , 5, 1083, PT. ARNOTT'S INDONESIA, Jl. H. Wahab Affan No. 8, Km., 28, Pondok Ungu, Kel. Medan, Satria, Kec. Medan Satria",EJIP
PT. SP ZIPCO INDONESIA,"Jln. R.P. Soeroso No. 7,, Jakarta, 100, 2, 1085, PT., LINCOLN, ELECTRIC, INDONESIA, Jl. Inti Raya No. 12 A Blok C-, 10, Hyundai Industrial Estate,, Lemah Abang, Cikarang,, 100, 3, 1086, PT. COCA-COLA BOTTLING, INDONESIA, Pondok Indah Office Tower 2,, Lt.14, ~Jl. Sultan Iskandar, Muda Kav. V-TA, ~Kel. Pondok, Pinang, Kec. Kebayoran Lama~, 200, 1",Lainnya
PT.,"YCH, DISTRIPARK, INDONESIA, Jl. Kalimalang Km. 2, Kampung, Cikedokan, Desa Sukadanau,, Cibitung, 300, 3, 1088, PT. BRIDOR INDONESIA, GD.SENTRA, MULIA,JL.RASUNA SAID-JKT -, 150, 2, 1089, PT., COMPRESSOR, PRODUCST INTERNA, Kawasan Industri jababeka Jl., Jababeka VII Blok K No. 5A,, Cikarang, 200, 2, 1090, PT., SINASAHI, SOLDER, INDONESIA, Jalan Jababeka SFB Blok T No., 2 Kawasan Industri Cikarang, Bekasi, 100, 2, 1091, PT., SUMITRONICS, INDONESIA, EJIP Industrial Park, Plot 1E-2,, Sukaresmi, Cikarang Selatan,, Bekasi 17500, 100, 1, 1092, PT. COCA-COLA BOTTLING, INDONESIA, Pondok Indah Office Tower 2,, Lt.14, ~Jl. Sultan Iskandar, Muda Kav. V-TA, ~Kel. Pondok, Pinang, Kec. Kebayoran Lama~, 200, -",Jababeka
PT. KALDEN INDONESIA,"JL.JABABEKA II KAV. C 27-28,, BEKASI -, 100, -, 1094, PT., GOLD, COIN, SPECIALITIES, Jl. Raya Bekasi Km 28, Desa, Medan Satria Bekasi 171132, 200, 2, 1095, PT. SEIWA INDONESIA, Kawasan Industri MM2100, Jln., Lombok, I, Blok, M2-2,, gandamekar, Cikarang Barat, 300, 5, 1096, PT. J.S.T. INDONESIA, Kawasan Industri MM 2100,, Blok GG-4, Cikarang Barat, 100, -, 1097, PT. URC INDONESIA, Kawasan Industri MM2100 ~Jl., Sulawesi Blok M-27 ~Desa, Gandamekar,, Kel., Cibitung",Jababeka
PT. BINDER INDONESIA,"Jl. Pangeran Diponegoro No., 108, Tambun,, 100, 1, 1099, PT. DYNATECH PERKASA, Kawasan Industri Jababeka I,, Jl. Jababeka Raya Blok Q No. 1, Bekasi, 100, 1, 1100, PT. KYOSHA INDONESIA, Kawasan, Industri, Lippo, Cikarang, Jl. Palem II Blok DS, No. 12, ~Desa Cibatu,  Kec., Cikarang, Selatan~Bekasi, 17550, 50",Jababeka
PT. MULTISTRADA ARAH,"SARANA TBK., Jl., Raya, Lemahabang, KM.58,3,Desa Karangsari, Kec., Cikarang Timur, 100, -, 1102, PT., TT, INTERNATIONAL, INDONESIA, Menara BCA Lt. 50, Grand, Indonesia,~ Jl. M.H. Thamrin, No.1,~ Kel. Menteng, Kec., Menteng, 100, -",Cikarang Timur
PT. AIR LIQUIDE INDONESIA,"Kawasan Industri MM2100 ~Jl., Sulawesi Blok I No.1-2 ~Kel., Gandamekar, Kec. Cikarang, Barat, 400",MM2100
PT.,"SINAR, GEMILANG, KONSTRUKSINDO, Rasuna Office Park YO-09, Jl., H.R. Rasuna Said, Kuningan,, Kel., Menteng, Atas,, Kec., Setiabudi, 100, 1, 1105, PT., SINAR, GEMILANG, KONSTRUKSINDO, Rasuna Office Park YO-09, Jl., H.R. Rasuna Said, Kuningan,, Kel., Menteng, Atas,, Kec., Setiabudi, 100, 1, 1106, PT., DANONE, DAIRY, INDONESIA, Cyber 2 Tower, Lantai 12,~ Jl., H.R. Rasuna Said Blok X-5 No., 13,~ Kel. Kuningan Timur, Kec., Setiabudi, 200",Lainnya
PT. AKARUI INDONESIA,"Kawasan Industri Jababeka II, Jl. Industri Selatan IV Blok GG, 3 J, Cikarang Selatan,Bekasi, 100, 2, 1108, PT. AKARUI INDONESIA, Kawasan Industri Jababeka II, Jl. Industri Selatan IV Blok GG, 3 J, Cikarang Selatan,Bekasi, 100, 4, 1109, PT. MABUCHI INDONESIA, Kawasan Industri KIIC, Jl., Maligi VI Lot Q-4a&amp;b,, Desa Sukaluyu, Kec. Teluk, Jambe, 100, 2",Jababeka
PT. DYNATECH PERKASA,"Kawasan Industri Jababeka I,, Jl. Jababeka Raya Blok Q No. 1, Bekasi, 200, 1, 1111, PT. URC INDONESIA, Kawasan Industri MM2100 ~Jl., Sulawesi Blok M-27 ~Desa, Gandamekar,, Kel., Cibitung",Jababeka
PT. URC INDONESIA,"Kawasan Industri MM2100 ~Jl., Sulawesi Blok M-27 ~Desa, Gandamekar,, Kel., Cibitung",MM2100
PT. YCH INDONESIA,"Jl. Kalimalang Km. 2, Cibitung, Bekasi, Desa Sukadanau, Kec., Cikarang Barat,, 100, -, 1114, PT. ACME INDONESIA, Jl. Greenland IV Blok AB 15,, Greenland, Industrial, Park, Deltamas,, Desa, Sukamahi,, Kec. Cikarang Pusat, , , 1115, PT., OMRON, MANUFACTURING, OF, INDONESIA, EJIP Industrial Park Plot 5C,, Desa Sukaresmi, Kec. Cikarang, Selatan, , , 1116, PT. DOU YEE ENTERPRISES, Menara Pasifik Lantai 3 Ruang, 6,~ Jl. M.H. Thamrin Kav. 107,~, Lippo Cikarang, 200, 3, 1117",EJIP
PT.,"THREE, BOND, MANUFACTURING, INDONESIA, Kawasan, Industri, Delta, Technology, Center,, Lippo, Cikarang Jln. Kamper No. 3, 100, 5, 1118, PT. JAWA MANUFACTURING, & TRADING COMPANY, Kawasan, Industri, MM2100, BLok I-6,, , , , , R A H A S I A, , , R A H A S I A, 203, , 1, 2, 3, 4, 5, 1119, PT. GUNUNG RAJAPAKSI, Jl. Imam Bonjol 4, Kampung, Warung, Bongkok,~, RT., 002/RW., 003,, Desa",MM2100
PT. TIRTA LOKA SENTOSA,"Jl. Madiun Kav. 115, Desa, Cibatu, Kecamatan Cikarang, Selatan,, , , 1121, PT. NACHI INDONESIA, Gedung Graha Surya Internusa, Lantai 8 Suite 807 Jl. H.R., Rasuna Said Blok X-O Kav.04,, Kuningan, Timur,, Setiabudi,, Jakarta Selatan 12950, 100, 2, 1122, PT. GUNUNG GARUDA, Kp. Tangsi, RT. 003/RW. 003,, Sukadanau, Cikarang Barat,, 200, 1, 1123",Cikarang Barat
PT. ALSYNITE INDONESIA,"Kawasan Hyundai, Jl. Inti Raya, Blok C 4 No. 2-3,. Sukaresmi,, Kec. Cikarang Selatan,, 100, -, 1124, PT., SUMITRONICS, INDONESIA, EJIP Industrial Park, Plot 1E-2,, Sukaresmi, Cikarang Selatan,, Bekasi 17500, 100, 3, 1125, PT. OHTOMI, Kawasan Industri MM 2100, Blok, F8,, Ganda, Mekar,, Cikarang Barat, Bekasi, 100, -, 1126, PT. URC INDONESIA, Kawasan Industri MM2100 ~Jl., Sulawesi Blok M-27 ~Desa, Gandamekar,, Kel., Cibitung",MM2100
PT. SANWA ENGINEERING,"INDONESIA, Delta Silicon Industrail Park Jl, Kruing I Blok L5 No 3A Lemah, Abang Bekasi 17550, 100, 2, 1128, PT., OSA, INDUSTRIES, INDONESIA, Kota Delta Mas Greenland Blok, AE 8, Jl. Tol Jakarta -, Cikampek, Km., 37,Desa, Sukamahi, Cikarang Pusat, 200, 3, 1129, PT. LUMBUNG NASIONAL, FLOUR MILL, Jl. Ir. H. Juanda III/6, Kel., Kebon Kelapa, Kec. Gambir, 200, 2, 1130",Delta Silicon
PT.,"FOSTER, ISOLASI, BUANA, Jl. Jababeka XII B Blok V No.7, Kawasan Industri Jababeka,, Cikarang Kota, Cikarang Utara, 200, 3, 1131, PT. REXPLAST, Kawasan Industri PIER, Jl., Berbek Industri V/10 Waru,, Sidoarjo, 300, 4, 1132",Jababeka
PT. MULIAPRIMA PACKINDO,"Jl. Raya Rengasbandung Km., 27,~RT 002/RW 005, Desa, Karangsambung,~Kec., Kedungwaringin, 200, 2",Lainnya
PT. SARI ENESIS INDAH,"Kawasan Industri Delta Silicon, ~Jl. Kruing I Kav. L5 No. 5, ~Desa, Sukaresmi,, Kec., Cikarang Selatan",Delta Silicon
PT. HIBEX INDONESIA,"Cikarang Industrial Estate, Jl., Jababeka TOB Blok C No.18 E,, Cikarang, Bekasi, Jawa Barat, 200, 3, 1135, PT. HIBEX INDONESIA, Cikarang Industrial Estate, Jl., Jababeka TOB Blok C No.18 E,, Cikarang, Bekasi, Jawa Barat, 300, 4, , , R A H A S I A, , , R A H A S I A, 204, , 1, 2, 3, 4, 5, 1136, PT. LEATAT CHEMINDO, Kawasan, Industri, Jababeka, Tahap II, Jl. Industri Selatan, Blok HH No. 16, Kel. Pasirsari,, Kec. Cikarang Selatan, Bekasi,, Jawa Barat, 200, 2, 1137, PT., MATAHARI, DEPARTMENT STORE Tbk, Beritasatu Plaza (d/h Gedung, Citra Graha), Lantai 10, Jl., Jend. Gatot Subroto Kav. 35-, 36, Kelurahan Kuningan Timur,, Kecamatan Setiabudi, Jakarta",Jababeka
PT.,"TOTAL, PACK, INDONESIA, Delta Silicon Industrial Park, Blok F-17/12, Lippo Cikarang,, Desa Cicau, Kec. Cikarang, Pusat, 200, 4",Delta Silicon
PT. NAVIGAT ENERGY,"Gedung BRI II Lantai 8 Suite, 810, Jl. Jend. Sudirman Kav., 44-46, Kelurahan Bendungan, Hilir, Kecamatan Tanah Abang,, Jakarta Pusat 10210, 200, -, 1140, PT., OMRON, MANUFACTURING, OF, INDONESIA, EJIP Industrial Park Plot 5C,, Desa Sukaresmi, Kec. Cikarang, Selatan, 300, 3, 1141, PT., SUSILIA, INDAH, SYNTHETIC, FIBERS, INDUSTRIES, Jl., Imam, Bonjol, No.133,, Kelurahan, Karawaci,, Kecamatan, Karawaci,, Kota, Tangerang 15115, 200, 3, 1142, PT. D & D PACKAGING, INDONESIA, Kawasan Industri Delta Silicone, Park, Jl. Angsana Raya A2 No., 2, Lippo Cikarang, Bekasi, 17550, 300, 4, 1143, PT. DETPAK INDONESIA, Perkantoran, Hijau, Arcadia, Tower C Lantai 10, Jl. Letjen, TB Simatupang Kav. 88, Kel., Kebagusan,, Kec., Pasar, Minggu, Jakarta Selatan 12520, 100, -, 1144, PT., SMC, PNEUMATICS, INDONESIA, EJIP Industrial Park Plot 6J-1,, Lemahabang, Bekasi 17550, 100, -, 1145, PT., POST, ENERGY, INDONESIA, Plaza Permata, Lantai 8, Suite, 0801, Jl. M.H. Thamrin No. 57,, RT., 009/, RW., 005,, Kel., Gondangdia, Kec. Menteng,",Delta Silicon
